Place Name,Review Name,Relative Publish Time Description,Rating,Text,Original Text,Author Display Name,Author URI,Author Photo URI,Publish Time
CODE,places/ChIJG8FAOO3nOkcR6-tlOuPToEw/reviews/ChdDSUhNMG9nS0VJQ0FnSUNseWNPSDZ3RRAB,4 months ago,5,"Class institution.
A cafe where you can drink great coffee and eat delicious food. You can also buy coffee beans (if needed). Cozy atmosphere and good service.","Класний заклад.
Кав'ярня де можна і класної кави попити і смачно поїсти. Також можна купити каву в зернах (якщо потрібно). Затишна атмосфера і гарне обслуговування.",Andrii Kudlaienko,https://www.google.com/maps/contrib/105707487894332625053/reviews,https://lh3.googleusercontent.com/a-/ALV-UjV5m09DMFaYXxMHNr8qDa38pyp7u0CLTABo01yTVptbVxWf2lxz=s128-c0x00000000-cc-rp-mo-ba3,2023-11-21T13:02:51Z
CODE,places/ChIJG8FAOO3nOkcR6-tlOuPToEw/reviews/ChdDSUhNMG9nS0VJQ0FnSUQ5ME1UQzFRRRAB,3 weeks ago,5,"We had dinner at this establishment and were pleasantly surprised by the service. We ordered steaks and the wait for them was quite long. For this, the waiter gave us a baked dessert as a gift as an apology for the delay. The food that was ordered was not bad, I am removing a star only because one of the steaks was not the doneness that was ordered. But the general impressions are pleasant, so I will visit this establishment again)","Вечеряли в даному закладі і були приємно вражені сервісом. Ми замовляли стейки і очікування на них було досить тривалим. За це офіціант додав нам десерт із випічки у подарунок в якості вибачення за затримку. Їжа яку замовляли була непогана, знімаю зірочку тільки через те, що один зі стейків був не тієї просмажки, яку замовляли. Але загальні враження приємні, тому відвідаєм цей заклад знову)",Діана Дребот,https://www.google.com/maps/contrib/101085558111199315210/reviews,https://lh3.googleusercontent.com/a-/ALV-UjW5RlEOMqRB4-nLwAvWYukeSHQZvKetFuuRW-0HRqQvao4zGSj9=s128-c0x00000000-cc-rp-mo,2024-03-12T10:55:34Z
Beauty code clinic,places/ChIJS7V7cvPdOkcRRF_USHYDLN8/reviews/ChZDSUhNMG9nS0VJQ0FnSUNGcDhMUU93EAE,5 months ago,5,Super!,Super!,O Kj,https://www.google.com/maps/contrib/103593759555445787292/reviews,https://lh3.googleusercontent.com/a/ACg8ocJREMeDBh0V0eJJcqBKBrOXsDi8tEVKciTvoAHLsDi4c5d-Zw=s128-c0x00000000-cc-rp-mo,2023-11-03T16:04:42Z
Beauty code clinic,places/ChIJS7V7cvPdOkcRRF_USHYDLN8/reviews/ChZDSUhNMG9nS0VJQ0FnSUNkbUxXZFZREAE,a month ago,5,"I have been a client of Beauty Code for 4 years and visited almost all the doctors of the clinic. I can note the professionalism, customer orientation and friendliness of all doctors. Here I successfully cured acne, completed a course of LE, select and adjust daily care with doctors and work on the quality of the skin with the help of various procedures. I especially like the constant development of the clinic and the expansion of the assortment of procedures and care cosmetics.
I don't know how Khrystyna Serhiyivna manages it, but the female doctors and administrators really complement each other and this makes the clinic something bigger. I want to come here again❤️","Я клієнтка Beauty Code вже 4 роки і відвідувала майже всіх лікарів клініки. Можу відзначити професійність усіх лікарів, клієнтоорієнтованість і привітність. Тут я успішно вилікувала акне, пройшла курс ЛЕ, підбираю та коригую з лікарями щоденний догляд і працюю над якістю шкіри з допомогою різних процедур. Особливо подобається постійний розвиток клініки і розширення асортименту процедур та доглядової косметики.
Не знаю як це виходить у Христини Сергіївни, але дівчата-лікарі та адміністраторки дуже доповнюють одна одну і це робить клініку чимось більшим. Сюди хочеться приходити ще❤️",Halyna Bishko,https://www.google.com/maps/contrib/111884071631293260194/reviews,https://lh3.googleusercontent.com/a-/ALV-UjUYlaR6t_rsOBMv34e2GZRTDpu3-DStvau09fvOGVmUOR0lfbo=s128-c0x00000000-cc-rp-mo,2024-02-11T08:42:48Z
Beauty code clinic,places/ChIJS7V7cvPdOkcRRF_USHYDLN8/reviews/ChZDSUhNMG9nS0VJQ0FnSUNENUphS2ZBEAE,a week ago,5,"I would like to thank Margarita Sokyrko for her support and help during the fight against stage 4 acne, to be honest, I have practically come to terms with the fact that I will have acne for the rest of my life. For about a year, I was afraid to look at my face in the mirror....
But no, 5 months have passed!!!
the results are excellent and this is not the end of the course of treatment...
The most important thing is not to engage in self-medication, but to turn to specialists....
Good health and clean, smooth skin to everyone.
Margarita, thank you 🤝☺️","Хочу подякувати Маргариті Сокирко за підтримку та допомогу під час боротьби з 4-стадією акне, чесно кажучи я практично змирився з тим, що у мене все життя будуть прищі. Близько року мені було страшно дивитись на своє лице в зеркало….
Але ні, пройшло 5 місяців !!!
результати прекрасні і це ще не кінець курсу лікування …
Найголовніше не займатись самолікуванням, а звернутись до спеціалістів….
Всім здоров’я та чистої гладенької шкіри..
Маргарита дякую 🤝☺️",Юрій Шевчик,https://www.google.com/maps/contrib/114848084637889010017/reviews,https://lh3.googleusercontent.com/a-/ALV-UjUuXZLJqiPCvxIdhmZFH0Y6n80P8j2cJpJ_EpP9V7z81TSGTOs=s128-c0x00000000-cc-rp-mo,2024-03-24T17:39:15Z
Beauty code clinic,places/ChIJS7V7cvPdOkcRRF_USHYDLN8/reviews/ChZDSUhNMG9nS0VJQ0FnSUM5Z2N1eUJnEAE,a month ago,5,"I want to thank the Beauty Code clinic team for their professionalism, excellent knowledge of their business, hospitality and friendliness! Special thanks to the head of the clinic - Khrystyna Sergiivna Hryvniak (my favorite dermatologist - cosmetologist) for organizing a qualified team of doctors in the clinic, as well as creating a wonderful atmosphere. Thank you !!!!","Хочу подякувати команді клініки Beauty Code за професіоналізм, відмінне знання своєї справи, гостинність та доброзичливсіть! Особлива подяка  керівнику клініки - Христині Сергіївні Гривняк (мій улюблений лікар дерматолог - косметолог) , за те, що організувала кваліфікований колектив лікарів у клініці, а також створила чудову атмосферу.  Дякую !!!!",Kate,https://www.google.com/maps/contrib/106459185677722461719/reviews,https://lh3.googleusercontent.com/a-/ALV-UjV9LAJJBu5uITTPbhq0DzFEEL_IOJ33bzlnL31bvFN4J3nsfW4=s128-c0x00000000-cc-rp-mo,2024-03-06T08:21:25Z
Beauty code clinic,places/ChIJS7V7cvPdOkcRRF_USHYDLN8/reviews/ChZDSUhNMG9nS0VJQ0FnSUNOOWNyZk13EAE,2 months ago,5,"Thanks to the doctors of the Beauty code clinic, especially Khrystyna Hryvniak👍🏻, for their help. All doctors are highly qualified specialists who will tell you everything about the procedure, emphasize contraindications, and recommend exactly what you need. I have been using the services of the clinic (and there are a lot of them) for five years, I recommend it to friends and family.
And the clinic has the most delicious coffee☕️","Дякую лікарям Beauty code clinic, особливо Христині Гривняк👍🏻, за допомогу. Усі лікарі висококваліфіковані спеціалісти, які розкажуть все про процедуру, наголошують на протипоказах, рекомендують що саме потрібно вам. Користуюсь послугами клініки (а їх дуже багато) вже пʼять років, рекомендую друзям і рідним.
А ще в клініці найсмачніша кава☕️",Iryna Provesin,https://www.google.com/maps/contrib/110275127875992799564/reviews,https://lh3.googleusercontent.com/a/ACg8ocLtxJmL2yXCo9_GgXyGeNY_ITeIwZlKc3vmTheM-gXjuYMeew=s128-c0x00000000-cc-rp-mo,2024-01-16T15:43:33Z
"Apart Hotel ""Code 10""",places/ChIJGfF9GtrdOkcReCpKfvlXoiY/reviews/ChZDSUhNMG9nS0VJQ0FnSUMwcm9PWlJ3EAE,4 years ago,5,"Good value for money. Cozy apartment, not far from the center - up to 10 minutes by taxi. Administration will make everything to make your stay as comfortable as possible.","Good value for money. Cozy apartment, not far from the center - up to 10 minutes by taxi. Administration will make everything to make your stay as comfortable as possible.",Veronika Demedetska,https://www.google.com/maps/contrib/111134798175387533246/reviews,https://lh3.googleusercontent.com/a-/ALV-UjWrt0DQhKdbnFIcgfPAGCD1oC34XPQ4EgKYGjcSiec-9Wgm6CF1=s128-c0x00000000-cc-rp-mo-ba5,2019-09-27T07:33:55Z
"Apart Hotel ""Code 10""",places/ChIJGfF9GtrdOkcReCpKfvlXoiY/reviews/ChZDSUhNMG9nS0VJQ0FnSURBcmNDblFBEAE,5 years ago,5,"This is an amazing place to stay in Lviv!
Strongly recommend!
The place is clean and new like a nice Gasthaus or Hotel anywhere but small with 8 rooms including a 2 bedroom suite!
The staff are friendly and helpful Oksanna the administrator and Aleksander and Andrew made your feel like a friend or family
You can walk 1 block to get food or to the market and after a few minutes to the square and the center and 20 minutes from the airport
Stay here !","This is an amazing place to stay in Lviv!
Strongly recommend!
The place is clean and new like a nice Gasthaus or Hotel anywhere but small with 8 rooms including a 2 bedroom suite!
The staff are friendly and helpful Oksanna the administrator and Aleksander and Andrew made your feel like a friend or family
You can walk 1 block to get food or to the market and after a few minutes to the square and the center and 20 minutes from the airport
Stay here !",Richard Moody,https://www.google.com/maps/contrib/117004463875639269987/reviews,https://lh3.googleusercontent.com/a/ACg8ocJ65SEPmwssA8-g2AzH6HpgEUCOL0kdFkAIdAeIVoFjGbbyfA=s128-c0x00000000-cc-rp-mo-ba4,2018-06-14T07:14:02Z
"Apart Hotel ""Code 10""",places/ChIJGfF9GtrdOkcReCpKfvlXoiY/reviews/ChZDSUhNMG9nS0VJQ0FnSURnaU92QVBnEAE,5 years ago,3,"+ Newly renovated, clean and spacious apartments;
+ Girls at the reception very helpful;
- Extremely noisy: traffic noise from a very busy street (earplugs don't help), noise inside the building (neighbors talking, walking, etc. in the apartment below ours - were well heard);
- Smell of gas from the gas heater in our room (apartments are equipped with individual gas heaters to provide hot water);
- Cigarette smoke coming thru windows into the rooms from the inner yard where one of the administrators is constantly smoking.","+ Newly renovated, clean and spacious apartments;
+ Girls at the reception very helpful;
- Extremely noisy: traffic noise from a very busy street (earplugs don't help), noise inside the building (neighbors talking, walking, etc. in the apartment below ours - were well heard);
- Smell of gas from the gas heater in our room (apartments are equipped with individual gas heaters to provide hot water);
- Cigarette smoke coming thru windows into the rooms from the inner yard where one of the administrators is constantly smoking.",Irina Orlova,https://www.google.com/maps/contrib/103356703066682188646/reviews,https://lh3.googleusercontent.com/a/ACg8ocKE3wH293iO16Lo7Ij4uW7PXR_xU6EFZchTuge6yvKdn0SAFw=s128-c0x00000000-cc-rp-mo-ba5,2018-08-08T06:52:56Z
"Apart Hotel ""Code 10""",places/ChIJGfF9GtrdOkcReCpKfvlXoiY/reviews/ChZDSUhNMG9nS0VJQ0FnSURNNGY3eldREAE,4 years ago,5,"very nice place, good comunicated with the city center. The service was very friendly. We had a nice stay","very nice place, good comunicated with the city center. The service was very friendly. We had a nice stay",MagdaS,https://www.google.com/maps/contrib/102572029395172043006/reviews,https://lh3.googleusercontent.com/a-/ALV-UjU7gJPnldpfxsC8UgaFYuno0mJkLYai8i3xxDsCjBNMD-xmG7KF=s128-c0x00000000-cc-rp-mo,2020-01-02T08:05:13Z
"Apart Hotel ""Code 10""",places/ChIJGfF9GtrdOkcReCpKfvlXoiY/reviews/ChZDSUhNMG9nS0VJQ0FnSURhbW8tSFNnEAE,2 years ago,5,"Marvekous interior, clean and spacious. Attentive staff and parking. Highly recommend!","Marvekous interior, clean and spacious. Attentive staff and parking. Highly recommend!",Pavlo Zabara,https://www.google.com/maps/contrib/107219907108612886827/reviews,https://lh3.googleusercontent.com/a-/ALV-UjUTOe5YAARIIFAtMlC7qJUaChfwIGgLaWhAnmo8Bt0r88yVs4B7ww=s128-c0x00000000-cc-rp-mo-ba3,2021-08-19T10:53:12Z
Cukor BLACK,places/ChIJa4xG_nHdOkcR0mHinp3BnIc/reviews/ChZDSUhNMG9nS0VJQ0FnSUNWaHZQaFhREAE,4 months ago,4,We had a nice brunch. The food we ordered was tasty. The prices were a bit high.,We had a nice brunch. The food we ordered was tasty. The prices were a bit high.,July Summer,https://www.google.com/maps/contrib/100166704770192083960/reviews,https://lh3.googleusercontent.com/a-/ALV-UjXFSn6zJ-ElqF4jViJCtVZnchE3vYp7vEgR6HKXEwIMjApGVHk=s128-c0x00000000-cc-rp-mo-ba6,2023-12-06T21:39:00Z
Cukor BLACK,places/ChIJa4xG_nHdOkcR0mHinp3BnIc/reviews/ChdDSUhNMG9nS0VJQ0FnSUNadF9uZWp3RRAB,6 months ago,5,Breakfast menu all day! Great cappuccino and tasty waffles and toast… if you’re around the city not hesitate to brunch here!.,Breakfast menu all day! Great cappuccino and tasty waffles and toast… if you’re around the city not hesitate to brunch here!.,Inma Serrano,https://www.google.com/maps/contrib/103643444906364893189/reviews,https://lh3.googleusercontent.com/a-/ALV-UjVyswjrGCs89ZSEnwJpX32DnwULDFLBFjO_RqFP_bd4grDXPHMQ=s128-c0x00000000-cc-rp-mo-ba4,2023-09-20T10:43:10Z
Cukor BLACK,places/ChIJa4xG_nHdOkcR0mHinp3BnIc/reviews/ChZDSUhNMG9nS0VJQ0FnSUNscktMMkRBEAE,4 months ago,5,Just look at this breakfast masterpiece! It's absolutely delicious 😋 I am already looking forward to going back!,Just look at this breakfast masterpiece! It's absolutely delicious 😋 I am already looking forward to going back!,Dan Leal,https://www.google.com/maps/contrib/112719335091403060664/reviews,https://lh3.googleusercontent.com/a-/ALV-UjVzOxtL1hNk1eijCGdE9TINzep3CyBPcR1dWgyBEFj-Utdf1Mpreg=s128-c0x00000000-cc-rp-mo-ba6,2023-11-14T14:53:05Z
Cukor BLACK,places/ChIJa4xG_nHdOkcR0mHinp3BnIc/reviews/ChdDSUhNMG9nS0VJQ0FnSURteVluMHhBRRAB,2 years ago,5,"It is really delicious, if you want to have a perfect breakfast, you need to come here. 2 coffees and 2 selected breakfasts is around 20 €. The menu is super, you don’t know what to select, everything is very appealing","It is really delicious, if you want to have a perfect breakfast, you need to come here. 2 coffees and 2 selected breakfasts is around 20 €. The menu is super, you don’t know what to select, everything is very appealing",Olena Nasteka,https://www.google.com/maps/contrib/107758579492289591152/reviews,https://lh3.googleusercontent.com/a/ACg8ocLMjOnLuoF7H3M9RSzscaRBRSIpUTK1a3Uw6vLwQYzakI9R1g=s128-c0x00000000-cc-rp-mo-ba3,2022-02-01T16:00:19Z
Cukor BLACK,places/ChIJa4xG_nHdOkcR0mHinp3BnIc/reviews/ChdDSUhNMG9nS0VJQ0FnSUM2N3FEOG1BRRAB,2 years ago,4,"Waffle with salmon wasn't so good, I wouldn't order it once again, although I highly recommend one with berries and ice cream! Place is nice but big minus for smell indoor. After you leave you can smell fat on your clothes all day long... 😬","Waffle with salmon wasn't so good, I wouldn't order it once again, although I highly recommend one with berries and ice cream! Place is nice but big minus for smell indoor. After you leave you can smell fat on your clothes all day long... 😬",Magdalena Mazur,https://www.google.com/maps/contrib/106790255991444054525/reviews,https://lh3.googleusercontent.com/a-/ALV-UjV-Ge8Zy2_FckurjWQB_nQ4CIZq8-mg6rAKVQXHodBcBGoA8RfS=s128-c0x00000000-cc-rp-mo-ba2,2021-09-08T19:37:24Z
Pp Mif,places/ChIJ___P-JzdOkcR-jfTQTvgqg8/reviews/ChdDSUhNMG9nS0VJQ0FnSURVd19heXJ3RRAB,4 years ago,5,,,Виктория Репина,https://www.google.com/maps/contrib/102979998062131343351/reviews,https://lh3.googleusercontent.com/a/ACg8ocIjeQyjTe374Qk3hg14SjjjQ081oOBo_U3_8-dg-yXltqd68A=s128-c0x00000000-cc-rp-mo,2019-09-02T10:24:45Z
Pp Mif,places/ChIJ___P-JzdOkcR-jfTQTvgqg8/reviews/ChdDSUhNMG9nS0VJQ0FnSURNMU5mQmxBRRAB,4 years ago,2,,,SPACE X,https://www.google.com/maps/contrib/100811184781970672192/reviews,https://lh3.googleusercontent.com/a-/ALV-UjVIl1RELW0XVnQ7zJJku2ByzjtxYw7TsRzAEv_lCqHRu4TtzN5E=s128-c0x00000000-cc-rp-mo-ba4,2019-12-18T09:51:45Z
Pp Mif,places/ChIJ___P-JzdOkcR-jfTQTvgqg8/reviews/ChZDSUhNMG9nS0VJQ0FnSUNvenBpNGZREAE,5 years ago,5,,,Rostyslav Gavrylo,https://www.google.com/maps/contrib/106259955319930309383/reviews,https://lh3.googleusercontent.com/a/ACg8ocJr7-8xre9fLDHRxbKzVNBxBejgjoKA0GPSCpe5oWcgm8n3fpo=s128-c0x00000000-cc-rp-mo-ba4,2019-02-15T18:49:07Z
Spilka Bakery,places/ChIJzbFY1ZvdOkcRWZpMW3PEBEw/reviews/ChdDSUhNMG9nS0VJQ0FnSUNkcnZxcGpRRRAB,a month ago,5,"A wonderful establishment, very tasty pastries, especially pizza 🔥🔥🔥
Very tasty coffee ☕️💕
I especially want to note the service, excellent staff, very nice employees.
Thank you very much for the atmosphere!","Прекрасний заклад , дуже смачна випічка , особливо піца🔥🔥🔥
Дуже смачна кава ☕️💕
Особливо хочу відмітити обслуговування , чудовий персонал, дуже милі працівники .
Дуже дякую Вам за атмосферу !",Марія Ігітова,https://www.google.com/maps/contrib/118086482392082721040/reviews,https://lh3.googleusercontent.com/a-/ALV-UjX6zFI85ALv30ZBKmCNSrbiM1PDm_gwu1tFMpwPX9tvcjTQ0q5EWA=s128-c0x00000000-cc-rp-mo,2024-02-15T08:48:53Z
Spilka Bakery,places/ChIJzbFY1ZvdOkcRWZpMW3PEBEw/reviews/ChdDSUhNMG9nS0VJQ0FnSUM5bWJhT2dnRRAB,4 weeks ago,5,"A cool establishment ""in the area"", now you don't need to go to the center to eat a delicious pizza or have breakfast😊
Baking and food are very tasty - and pizza is my top. Among the Neapolitan pizzas, it is probably the best I tried in Lviv. And sauces for sides - van lav.
And, of course, a strong filter - to cheer up after a hearty lunch.

Therefore, the establishment is definitely my recommendation😀","Крутий заклад «на районі», тепер щоб зʼїсти смачну піцу чи поснідати не потрібно їхати в центр😊
Випічка та їжа дуже смачні - та піца то мій топ. Серед неаполітанських піц - напевно найкраща що пробував у Львові. А ще соуси для бортиків - ван лав.
Ну і звичайно міцний фільтр - щоб збадьоритися після ситного обіду.

Тому заклад точно мій рекомендасьйон😀",Sergii Bogatskyi,https://www.google.com/maps/contrib/112947852689341885555/reviews,https://lh3.googleusercontent.com/a-/ALV-UjXTlBF-Uq40ayzWWAPaRwig_PqYK-nLDKzVADbPXuCGKfc6We5xlg=s128-c0x00000000-cc-rp-mo-ba3,2024-03-07T04:39:20Z
Spilka Bakery,places/ChIJzbFY1ZvdOkcRWZpMW3PEBEw/reviews/ChZDSUhNMG9nS0VJQ0FnSUM5MmQ2QVF3EAE,4 weeks ago,5,"Nice establishment, friendly staff, always happy to see you😊
Very tasty coffee☕️, and the smell of fresh baked goods will wake up your appetite🤤","Гарний заклад, привітний персонал, завжди тобі раді😊
Дуже смачна кава☕️, а запах свіжою випічки розбудить ваш апетит🤤",Роман Фредина,https://www.google.com/maps/contrib/113042339855748635374/reviews,https://lh3.googleusercontent.com/a-/ALV-UjXdJcOByBRkD6aX3OzN5ue2qxbxaRTWM5_-2lmMXsob5s-Tj3g=s128-c0x00000000-cc-rp-mo,2024-03-07T06:16:58Z
Spilka Bakery,places/ChIJzbFY1ZvdOkcRWZpMW3PEBEw/reviews/ChZDSUhNMG9nS0VJQ0FnSURkcU9Xd2Z3EAE,a month ago,5,"Very tasty and cozy😌 Good presentation of dishes🙂 And most importantly, filling😋",Дуже смачно та затишно😌 Гарна подача страв🙂 І найголовніше ситно😋,Roxo Lana,https://www.google.com/maps/contrib/111331971952256456705/reviews,https://lh3.googleusercontent.com/a-/ALV-UjVYyENRBaAVar8wWnhCaiCEKpBNDI_bxv6g67gZ3azU1isVlbA=s128-c0x00000000-cc-rp-mo,2024-02-20T17:04:32Z
Spilka Bakery,places/ChIJzbFY1ZvdOkcRWZpMW3PEBEw/reviews/ChdDSUhNMG9nS0VJQ0FnSURaall2QmlBRRAB,6 months ago,4,"In addition to typical cafe dishes such as breakfast, pastries and coffee, they also serve delicious pizza and pasta.

Definitely the best place in the area to eat ❤️","Крім типових для кафе страв типу сніданків, випічки і кави, ще подають смачну піцу та пасту.

Однозначно найкраще місце на районі, де можна поїсти ❤️",Олексій Паламар,https://www.google.com/maps/contrib/113739282143381634945/reviews,https://lh3.googleusercontent.com/a-/ALV-UjVxeREQlNMpBS3wjM7dgpzAbklVvvE-shhGXhfo1ZT58mphHodyNg=s128-c0x00000000-cc-rp-mo-ba7,2023-10-06T06:44:22Z
Salalat Угорська,places/ChIJoZr1KHbnOkcRQ8RMtpdItww/reviews/ChdDSUhNMG9nS0VJQ0FnSUNaeV8zRWt3RRAB,6 months ago,5,On of the best places for salads and pizza 🍕 in town 😀,On of the best places for salads and pizza 🍕 in town 😀,Vitaliy Smuk,https://www.google.com/maps/contrib/111327153270753011728/reviews,https://lh3.googleusercontent.com/a/ACg8ocJjhEb4fwK6RvrgarFxERYE2xJaefDkQg8XgLrS0mPWauAM3A=s128-c0x00000000-cc-rp-mo,2023-09-18T08:30:01Z
Salalat Угорська,places/ChIJoZr1KHbnOkcRQ8RMtpdItww/reviews/ChdDSUhNMG9nS0VJQ0FnSUMxd2FUVW1nRRAB,3 months ago,5,"A wonderful institution. Very tasty cuisine. The pear and door blue pizza is fantastic. Seasonal fruit salad is unsurpassed. I recommend trying cherry mulled wine. Great waitresses. Thank you for always good service. Add decaffeinated coffee to the menu, please.",Чудовий заклад. Дуже смачна кухня. Піца з грушею та дор-блю фантастична. Салат з сезонними фруктами неперевершений. Рекомендую спробувати вишневий глінтвейн. Чудові офіціантки. Дякую за завжди гарне обслуговування. Додайте в меню безкофеїнову каву будь ласка.,Циндра Юля,https://www.google.com/maps/contrib/104103373296460499146/reviews,https://lh3.googleusercontent.com/a/ACg8ocIi1x6RkgL74Q_dlO0Lqdd4lSrQMoAMDulDsk-wvmb-XqCNrQ=s128-c0x00000000-cc-rp-mo-ba5,2023-12-30T21:28:50Z
Salalat Угорська,places/ChIJoZr1KHbnOkcRQ8RMtpdItww/reviews/ChdDSUhNMG9nS0VJQ0FnSUNONzgtOGdnRRAB,2 months ago,5,"1. Delicious
2. There is water and a bed for animals!
3. There is a child seat
4. There is a stand for wet umbrellas
5. Clean toilet (I have a point on this)
6. Contactless payment at the table (my favorite)","1. Смачно
2. Є водичка та лежак для тварин!
3. Є дитяче крісло
4. Є підставка під мокрі парасолі
5. Чиста вбиральня (в мене на цьому пунктик)
6. Безконтактний розрахунок на столику (моє улюблене)",Olena Krylova,https://www.google.com/maps/contrib/112470460950364632086/reviews,https://lh3.googleusercontent.com/a/ACg8ocJIWNwQyk7zTtr3PFoSGNTNTEeMduJX5Uo_TnajzPSO_5O1zQ=s128-c0x00000000-cc-rp-mo-ba3,2024-01-19T07:39:48Z
Salalat Угорська,places/ChIJoZr1KHbnOkcRQ8RMtpdItww/reviews/ChdDSUhNMG9nS0VJQ0FnSUNaNi1iT3lnRRAB,6 months ago,5,"Salads and pastas are simply great, nice staff and cool atmosphere❤️
Thanks to this establishment, I fell in love with cream soups🤤
I am glad that you are developing and opening more and more establishments🫶🏻","Салати та пасти просто чудові, приємний персонал та класна атмосфера❤️
Завдяки цьому закладу полюбила крем-супи🤤
Рада що ви розвиваєтесь та відкриваєте дедалі більше закладів🫶🏻",Anastasiia Shalagina,https://www.google.com/maps/contrib/101615524370166620494/reviews,https://lh3.googleusercontent.com/a-/ALV-UjX9-5lKdldTTvQOfyCGW9Qvc91LQMWuZUxDYDgTim6K0YcQkgj9eA=s128-c0x00000000-cc-rp-mo-ba3,2023-09-18T13:46:09Z
Salalat Угорська,places/ChIJoZr1KHbnOkcRQ8RMtpdItww/reviews/ChdDSUhNMG9nS0VJQ0FnSUNEaHByV2xnRRAB,a week ago,1,"I took pizza with salami. In this establishment, “salami” is sausage for 50 UAH/kg!!!",Взяла пиццу с салями. В данном заведении «салями» -это колбаса за 50 грн/кг!!!,Карина Земляная,https://www.google.com/maps/contrib/114862682225830865052/reviews,https://lh3.googleusercontent.com/a-/ALV-UjWYiXeEc6eKt52VMSfQDv5RNMii-HwiKmJPdSKD-3ocs0FHtah4iw=s128-c0x00000000-cc-rp-mo,2024-03-27T12:55:03Z
Ukrayinsʹke Podvir'ya,places/ChIJy65vRXLdOkcRWTSdV4YBZ4k/reviews/ChdDSUhNMG9nS0VJQ0FnSURWeDQ3VGtRRRAB,3 months ago,5,Great recommendation to those who are on a short visit in the city. The place will satisfy your craving for both national atmosphere and quite decent cuisine.,Great recommendation to those who are on a short visit in the city. The place will satisfy your craving for both national atmosphere and quite decent cuisine.,Elena,https://www.google.com/maps/contrib/113267985701071981373/reviews,https://lh3.googleusercontent.com/a-/ALV-UjUooBPZf36iB3FNv0WEInmNrLDKyv6zw29h9RoV8ZLp5JT1Z7CK=s128-c0x00000000-cc-rp-mo-ba4,2023-12-17T12:16:56Z
Ukrayinsʹke Podvir'ya,places/ChIJy65vRXLdOkcRWTSdV4YBZ4k/reviews/ChdDSUhNMG9nS0VJQ0FnSURxbHZ2NWlnRRAB,2 years ago,5,"Beautiful place, the food is amazing, the service was great. They have gluten free options and they were very helpful to help me find out what I could eat. The food was delicious","Beautiful place, the food is amazing, the service was great. They have gluten free options and they were very helpful to help me find out what I could eat. The food was delicious",Ana Nogueira,https://www.google.com/maps/contrib/102428931323989378482/reviews,https://lh3.googleusercontent.com/a-/ALV-UjXwP36au5lvPrQE7wNYdC0HXB6FbLCushjPekW1IPSvQW15-Tfr=s128-c0x00000000-cc-rp-mo-ba4,2021-07-07T21:10:35Z
Ukrayinsʹke Podvir'ya,places/ChIJy65vRXLdOkcRWTSdV4YBZ4k/reviews/ChdDSUhNMG9nS0VJQ0FnSUNHMkx6VXV3RRAB,2 years ago,4,"Nice place. But... I've ordered a starter, borsh and beer... The order of serving was strange - borsh and the beer, and then the starter... strange....","Nice place. But... I've ordered a starter, borsh and beer... The order of serving was strange - borsh and the beer, and then the starter... strange....",German T.,https://www.google.com/maps/contrib/101909888204612850820/reviews,https://lh3.googleusercontent.com/a-/ALV-UjU6wg-LrioMxx8izlAA3AC_Fk6E7mkXHdTz4-2gDBdrveuq6P2UeQ=s128-c0x00000000-cc-rp-mo-ba6,2021-10-19T15:09:25Z
Ukrayinsʹke Podvir'ya,places/ChIJy65vRXLdOkcRWTSdV4YBZ4k/reviews/ChZDSUhNMG9nS0VJQ0FnSURVc1lEMldREAE,4 years ago,3,The food was good but not the best I had. Service was not great either. Average restaurant for me,The food was good but not the best I had. Service was not great either. Average restaurant for me,Sandra D.,https://www.google.com/maps/contrib/102110308658261378931/reviews,https://lh3.googleusercontent.com/a/ACg8ocK1tEcwUgQJ9rQPw4ZlL5xZ9OcH6OP0o5oz5UIZXPnmrSfKMg=s128-c0x00000000-cc-rp-mo-ba4,2019-08-26T16:07:05Z
Ukrayinsʹke Podvir'ya,places/ChIJy65vRXLdOkcRWTSdV4YBZ4k/reviews/ChdDSUhNMG9nS0VJQ0FnSURtbE1hS3JRRRAB,2 years ago,5,"Spotless, calm and cozy place to relax and have lunch or dinner, especially on these cold snowy ❄️ days.
The service is great and quick
The food was good and tasty.
The prices are raisonnable,not expensive despite the restaurant is in the heart of Lviv, almost just in front of the opera theater.
I highly recommend.","Spotless, calm and cozy place to relax and have lunch or dinner, especially on these cold snowy ❄️ days.
The service is great and quick
The food was good and tasty.
The prices are raisonnable,not expensive despite the restaurant is in the heart of Lviv, almost just in front of the opera theater.
I highly recommend.",Yahia M,https://www.google.com/maps/contrib/117857189945831805396/reviews,https://lh3.googleusercontent.com/a-/ALV-UjVj-wjj6NibINdTl7pefbavTv6wXEer4vWbfnhodWrTS8eY3iRb=s128-c0x00000000-cc-rp-mo-ba3,2022-01-19T18:19:31Z
